date,order_id,customer_id,sku,revenue,quantity,profit,margin,year,month,week,day_of_week,day_of_month,month_name,Бренд,Категория,Тип,current_price,segment,tier,avg_price,profit_margin
2025-01-23,ORD506926,65992151,FFF_Red_3712,3400,3,5323.0,1.0,2025,1,4,Thursday,23,January,KEEPHONE,Чехлы,Чехол для смартфона,3400.0,Loyal Customers,Gold,1133.3333333333333,1.5655882352941177
2025-04-10,ORD189433,72864961,BBB_Red_7058,6980,3,12304.2,1.0,2025,4,15,Thursday,10,April,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,Loyal Customers,Gold,2326.6666666666665,1.7627793696275074
2025-09-24,ORD881760,28310439,HHH_White_7575,2790,2,2091.8,0.7497491039426524,2025,9,39,Wednesday,24,September,KZDOO,Чехлы,Чехол для смартфона,2790.0,New Customers,Silver,1395.0,0.7497491039426524
2025-07-27,ORD250394,93363944,DDD_Blue_6449,580,1,-432.6,-0.7458620689655173,2025,7,30,Sunday,27,July,Robiton,Батарейки и аккумуляторы,Батарейка,580.0,Potential Loyalists,Silver,580.0,-0.7458620689655173
2025-06-07,ORD988969,85687791,AAA_Black_9253,5980,1,846.6000000000004,0.1415719063545151,2025,6,23,Saturday,7,June,KEEPHONE,Чехлы,Чехол для смартфона,5980.0,Cannot Lose Them,Gold,5980.0,0.1415719063545151
2025-01-03,ORD802878,97679450,DDD_Titanium_6156,1340,4,3116.6000000000004,1.0,2025,1,1,Friday,3,January,REMAX,Защитные пленки и стекла,Защитное стекло,1340.0,New Customers,Silver,335.0,2.3258208955223885
2025-06-16,ORD101096,24862643,FFF_Clear_2774,7380,3,12895.0,1.0,2025,6,25,Monday,16,June,K-DOO,Чехлы,Чехол для смартфона,7380.0,Loyal Customers,Platinum,2460.0,1.747289972899729
2025-06-19,ORD405606,26492031,BBB_Pink_5852,1800,4,4084.0,1.0,2025,6,25,Thursday,19,June,K-DOO,Чехлы,Чехол для смартфона,1800.0,Loyal Customers,Gold,450.0,2.2688888888888887
2025-06-12,ORD586618,55970003,CCC_Blue_8291,5580,3,10157.0,1.0,2025,6,24,Thursday,12,June,KZDOO,Чехлы,Чехол для смартфона,5580.0,324,Gold,1860.0,1.8202508960573476
2025-08-11,ORD308994,79587722,BBB_Green_5708,2700,2,2537.0,0.9396296296296296,2025,8,33,Monday,11,August,KZDOO,Чехлы,Чехол для смартфона,2700.0,New Customers,Silver,1350.0,0.9396296296296296
2025-05-06,ORD254230,51633895,BBB_Purple_8101,2000,3,3007.0,1.0,2025,5,19,Tuesday,6,May,Нет бренда,Чехлы,Чехол для смартфона,2000.0,At Risk,Bronze,666.6666666666666,1.5035
2025-03-07,ORD518488,18398142,BBB_Black_6019,6580,4,17122.2,1.0,2025,3,10,Friday,7,March,KZDOO,Чехлы,Чехол для смартфона,6580.0,Cannot Lose Them,Silver,1645.0,2.6021580547112464
2025-01-16,ORD319057,82471173,FFF_Pink_7016,3100,4,7981.0,1.0,2025,1,3,Thursday,16,January,KZDOO,Чехлы,Чехол для смартфона,3100.0,Loyal Customers,Platinum,775.0,2.5745161290322582
2025-02-18,ORD126292,59197687,GGG_Blue_7759,9180,4,27111.0,1.0,2025,2,8,Tuesday,18,February,KZDOO,Чехлы,Чехол для смартфона,9180.0,Loyal Customers,Platinum,2295.0,2.9532679738562093
2025-02-05,ORD716773,38702896,CCC_Pink_9065,4980,2,3778.2,0.7586746987951807,2025,2,6,Wednesday,5,February,K-DOO,Чехлы,Чехол для наушников,4980.0,At Risk,Bronze,2490.0,0.7586746987951807
2025-02-15,ORD943493,62735344,GGG_Blue_8476,2980,3,4584.2,1.0,2025,2,7,Saturday,15,February,KZDOO,Чехлы,Чехол для смартфона,2980.0,New Customers,Gold,993.3333333333334,1.5383221476510067
2025-04-24,ORD371806,80809032,CCC_Green_8797,2100,3,3640.0,1.0,2025,4,17,Thursday,24,April,KZDOO,Чехлы,Чехол для смартфона,2100.0,At Risk,Bronze,700.0,1.7333333333333334
2025-05-12,ORD318418,58035424,DDD_Purple_3955,2700,4,6974.0,1.0,2025,5,20,Monday,12,May,KZDOO,Чехлы,Чехол для смартфона,2700.0,New Customers,Gold,675.0,2.582962962962963
2025-04-22,ORD217586,85419196,BBB_Pink_3586,640,3,497.4000000000001,0.7771875000000001,2025,4,17,Tuesday,22,April,Varta,Батарейки и аккумуляторы,Батарейка,640.0,At Risk,Bronze,213.33333333333334,0.7771875000000001
2025-04-28,ORD820283,69586840,GGG_White_9441,3180,1,-217.79999999999995,-0.0684905660377358,2025,4,18,Monday,28,April,KZDOO,Чехлы,Чехол для смартфона,3180.0,At Risk,Bronze,3180.0,-0.06849056603773583
2025-09-01,ORD462336,96094802,HHH_Pink_9568,1390,1,-114.70000000000005,-0.0825179856115108,2025,9,36,Monday,1,September,KZDOO,Чехлы,Чехол для смартфона,1390.0,New Customers,Silver,1390.0,-0.08251798561151083
2025-05-24,ORD613479,86076744,CCC_Titanium_7873,850,1,-279.0,-0.328235294117647,2025,5,21,Saturday,24,May,Robiton,Батарейки и аккумуляторы,Батарейка,850.0,At Risk,Bronze,850.0,-0.32823529411764707
2025-07-04,ORD676161,43817644,AAA_Green_1908,11100,3,20173.0,1.0,2025,7,27,Friday,4,July,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Value New Customers,Platinum,3700.0,1.8173873873873874
2025-06-09,ORD439314,34751007,EEE_Purple_9678,1980,2,1388.1999999999998,0.701111111111111,2025,6,24,Monday,9,June,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,1980.0,Potential Loyalists,Silver,990.0,0.701111111111111
2025-07-02,ORD750637,74692955,DDD_Black_2968,5124,2,4575.039999999999,0.8928649492583917,2025,7,27,Wednesday,2,July,KZDOO,Чехлы,Чехол для смартфона,5124.0,Champions,Platinum,2562.0,0.8928649492583917
2025-09-10,ORD789045,54421974,AAA_Titanium_7555,520,2,162.0,0.3115384615384615,2025,9,37,Wednesday,10,September,Robiton,Батарейки и аккумуляторы,Батарейка,520.0,New Customers,Silver,260.0,0.31153846153846154
2025-02-01,ORD249643,32897454,AAA_Black_9206,4980,2,4860.4,0.9759839357429718,2025,2,5,Saturday,1,February,KZDOO,Чехлы,Чехол для смартфона,4980.0,113,Bronze,2490.0,0.9759839357429718
2025-06-23,ORD682845,50339234,CCC_Black_7296,2933,1,314.93000000000006,0.1073747016706444,2025,6,26,Monday,23,June,KEEPHONE,Чехлы,Чехол для смартфона,2933.0,Potential Loyalists,Silver,2933.0,0.10737470167064442
2025-06-01,ORD976516,73878829,BBB_White_4633,2900,1,-268.0,-0.0924137931034482,2025,6,22,Sunday,1,June,KZDOO,Чехлы,Чехол для смартфона,2900.0,Loyal Customers,Gold,2900.0,-0.09241379310344827
2025-01-05,ORD163349,97679450,DDD_Titanium_6156,1340,4,3025.8,1.0,2025,1,1,Sunday,5,January,REMAX,Защитные пленки и стекла,Защитное стекло,1340.0,New Customers,Silver,335.0,2.2580597014925377
2025-01-10,ORD911442,28964554,HHH_Clear_2719,2700,3,4317.0,1.0,2025,1,2,Friday,10,January,K-DOO,Чехлы,Чехол для смартфона,2700.0,Potential Loyalists,Silver,900.0,1.5988888888888888
2025-08-28,ORD544332,68974260,EEE_Clear_3113,2500,3,4689.0,1.0,2025,8,35,Thursday,28,August,KZDOO,Чехлы,Чехол для смартфона,2500.0,New Customers,Silver,833.3333333333334,1.8756
2025-04-17,ORD785528,73339847,BBB_Clear_5381,2596,2,2372.6,0.9139445300462248,2025,4,16,Thursday,17,April,KZDOO,Чехлы,Чехол для смартфона,2596.0,Loyal Customers,Gold,1298.0,0.9139445300462249
2025-06-01,ORD561033,86221208,DDD_Clear_1598,6580,1,437.6000000000004,0.0665045592705167,2025,6,22,Sunday,1,June,KZDOO,Чехлы,Чехол для смартфона,6580.0,Loyal Customers,Platinum,6580.0,0.06650455927051678
2025-04-26,ORD135628,44426303,CCC_Green_5742,4980,2,5106.4,1.0,2025,4,17,Saturday,26,April,KZDOO,Чехлы,Чехол для смартфона,4980.0,113,Bronze,2490.0,1.0253815261044177
2025-03-22,ORD995509,64199822,AAA_White_3239,5300,4,13831.0,1.0,2025,3,12,Saturday,22,March,KZDOO,Чехлы,Чехол для смартфона,5300.0,213,Silver,1325.0,2.609622641509434
2025-05-15,ORD289273,27500707,AAA_Titanium_8848,1890,3,2967.2,1.0,2025,5,20,Thursday,15,May,KEEPHONE,Чехлы,Чехол для смартфона,1890.0,Potential Loyalists,Silver,630.0,1.5699470899470898
2025-04-16,ORD944982,22934764,GGG_White_7632,1420,3,2456.0,1.0,2025,4,16,Wednesday,16,April,REMAX,Защитные пленки и стекла,Защитное стекло,1420.0,Potential Loyalists,Bronze,473.3333333333333,1.7295774647887323
2025-09-25,ORD765618,20586151,CCC_Red_5609,6990,2,6060.9,0.8670815450643776,2025,9,39,Thursday,25,September,KEEPHONE,Чехлы,Чехол для смартфона,6990.0,High Value New Customers,Platinum,3495.0,0.8670815450643776
2025-07-06,ORD965404,49991507,CCC_Blue_6413,11990,4,31363.4,1.0,2025,7,27,Sunday,6,July,KEEPHONE,Чехлы,Чехол для смартфона,11990.0,High Value New Customers,Platinum,2997.5,2.615796497080901
2025-05-28,ORD742900,47344384,FFF_Blue_2457,3980,3,6608.6,1.0,2025,5,22,Wednesday,28,May,KZDOO,Чехлы,Чехол для смартфона,3980.0,324,Gold,1326.6666666666667,1.6604522613065327
2025-09-19,ORD572082,92900294,CCC_Titanium_9375,11100,4,30700.0,1.0,2025,9,38,Friday,19,September,KZDOO,Чехлы,Чехол для смартфона,11100.0,New Customers,Gold,2775.0,2.765765765765766
2025-09-10,ORD945201,26194974,AAA_Black_7725,3380,4,8450.0,1.0,2025,9,37,Wednesday,10,September,KZDOO,Чехлы,Чехол для смартфона,3380.0,Champions,Platinum,845.0,2.5
2025-02-16,ORD567865,83447966,BBB_Blue_8761,5180,2,4518.6,0.8723166023166024,2025,2,7,Sunday,16,February,KZDOO,Чехлы,Чехол для смартфона,5180.0,Champions,Platinum,2590.0,0.8723166023166024
2025-01-27,ORD756870,43923333,EEE_Red_1730,5990,1,1334.0,0.2227045075125208,2025,1,5,Monday,27,January,Нет бренда,Чехлы,Неизвестно,5990.0,Cannot Lose Them,Silver,5990.0,0.22270450751252086
2025-05-10,ORD815106,86313043,CCC_Purple_9765,3490,2,3324.5,0.9525787965616046,2025,5,19,Saturday,10,May,KZDOO,Чехлы,Чехол для смартфона,3490.0,Loyal Customers,Gold,1745.0,0.9525787965616046
2025-09-10,ORD822890,74784496,EEE_Red_7366,11100,1,1870.0,0.1684684684684684,2025,9,37,Wednesday,10,September,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Value New Customers,Platinum,11100.0,0.16846846846846847
2025-01-20,ORD203240,72357603,GGG_Red_6138,5180,4,13855.8,1.0,2025,1,4,Monday,20,January,KZDOO,Чехлы,Чехол для смартфона,5180.0,Cannot Lose Them,Silver,1295.0,2.6748648648648645
2025-01-15,ORD876616,55570580,BBB_White_3663,11100,1,1701.0,0.1532432432432432,2025,1,3,Wednesday,15,January,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Risk High Value,Gold,11100.0,0.15324324324324323
2025-07-28,ORD539052,78108555,BBB_Green_2236,6050,4,15272.5,1.0,2025,7,31,Monday,28,July,KZDOO,Чехлы,Чехол для смартфона,6050.0,Champions,Platinum,1512.5,2.5243801652892564
2025-03-21,ORD171956,97371150,CCC_Titanium_4827,6000,3,10733.0,1.0,2025,3,12,Friday,21,March,KZDOO,Чехлы,Чехол для смартфона,6000.0,324,Gold,2000.0,1.7888333333333333
2025-08-02,ORD151529,54781961,DDD_Titanium_1016,7522,3,11875.86,1.0,2025,8,31,Saturday,2,August,KZDOO,Чехлы,Чехол для смартфона,7522.0,High Value New Customers,Gold,2507.3333333333335,1.5788168040414785
2025-03-18,ORD662098,98761418,FFF_White_2354,3380,3,6465.200000000001,1.0,2025,3,12,Tuesday,18,March,KZDOO,Чехлы,Чехол для смартфона,3380.0,At Risk,Bronze,1126.6666666666667,1.9127810650887576
2025-08-03,ORD136226,18140841,EEE_Pink_1003,4980,2,4441.2,0.8918072289156627,2025,8,31,Sunday,3,August,KZDOO,Чехлы,Чехол для смартфона,4980.0,Loyal Customers,Gold,2490.0,0.8918072289156627
2025-03-26,ORD247609,69728328,HHH_Red_6449,1800,2,1607.0,0.8927777777777778,2025,3,13,Wednesday,26,March,Panasonic,Батарейки и аккумуляторы,Батарейка,1800.0,Loyal Customers,Gold,900.0,0.8927777777777778
2025-07-04,ORD157781,18885984,DDD_Purple_4347,6200,4,15822.0,1.0,2025,7,27,Friday,4,July,KEEPHONE,Чехлы,Чехол для смартфона,6200.0,325,Gold,1550.0,2.5519354838709676
2025-03-03,ORD967578,20586151,CCC_Red_5609,6990,3,12072.2,1.0,2025,3,10,Monday,3,March,KEEPHONE,Чехлы,Чехол для смартфона,6990.0,High Value New Customers,Platinum,2330.0,1.7270672389127326
2025-09-10,ORD767827,57338726,DDD_Red_2755,4980,2,4037.0,0.8106425702811245,2025,9,37,Wednesday,10,September,KZDOO,Чехлы,Чехол для смартфона,4980.0,High Value New Customers,Gold,2490.0,0.8106425702811245
2025-04-20,ORD333177,32717202,HHH_Purple_7702,2320,3,3700.2,1.0,2025,4,16,Sunday,20,April,Robiton,Батарейки и аккумуляторы,Батарейка,2320.0,New Customers,Gold,773.3333333333334,1.5949137931034483
2025-01-15,ORD365544,79490292,AAA_Black_3015,3490,2,3311.8,0.9489398280802293,2025,1,3,Wednesday,15,January,KZDOO,Чехлы,Чехол для смартфона,3490.0,At Risk,Bronze,1745.0,0.9489398280802293
2025-03-28,ORD520022,87660983,EEE_Green_6626,3380,1,450.4000000000001,0.1332544378698225,2025,3,13,Friday,28,March,KZDOO,Чехлы,Чехол для смартфона,3380.0,Potential Loyalists,Silver,3380.0,0.13325443786982252
2025-05-02,ORD540861,12911883,DDD_Red_2385,680,1,-226.4,-0.3329411764705882,2025,5,18,Friday,2,May,Robiton,Батарейки и аккумуляторы,Батарейка,680.0,At Risk,Bronze,680.0,-0.33294117647058824
2025-06-22,ORD740178,73534464,AAA_White_5914,2780,3,4470.0,1.0,2025,6,25,Sunday,22,June,KZDOO,Чехлы,Чехол для смартфона,2780.0,At Risk,Bronze,926.6666666666666,1.6079136690647482
2025-05-14,ORD991610,26492031,BBB_Pink_5852,1800,4,4422.0,1.0,2025,5,20,Wednesday,14,May,K-DOO,Чехлы,Чехол для смартфона,1800.0,Loyal Customers,Gold,450.0,2.4566666666666666
2025-04-11,ORD490824,81335479,GGG_Purple_4170,2000,2,1615.0,0.8075,2025,4,15,Friday,11,April,Нет бренда,Чехлы,Чехол для смартфона,2000.0,Potential Loyalists,Bronze,1000.0,0.8075
2025-06-28,ORD389974,60654307,EEE_Pink_1140,3100,2,2658.0,0.8574193548387097,2025,6,26,Saturday,28,June,KZDOO,Чехлы,Чехол для смартфона,3100.0,About To Sleep,Silver,1550.0,0.8574193548387097
2025-05-31,ORD808139,96010532,HHH_Black_6946,2490,1,-309.20000000000005,-0.1241767068273092,2025,5,22,Saturday,31,May,KZDOO,Чехлы,Чехол для смартфона,2490.0,Potential Loyalists,Silver,2490.0,-0.12417670682730926
2025-02-12,ORD887437,47113990,GGG_Pink_5720,6900,1,1417.0,0.2053623188405797,2025,2,7,Wednesday,12,February,KZDOO,Чехлы,Чехол для смартфона,6900.0,Cannot Lose Them,Silver,6900.0,0.2053623188405797
2025-03-08,ORD880745,24046960,GGG_Purple_6176,2980,4,7253.4,1.0,2025,3,10,Saturday,8,March,KZDOO,Чехлы,Чехол для смартфона,2980.0,New Customers,Gold,745.0,2.4340268456375838
2025-02-15,ORD254944,52308782,AAA_Clear_6277,3980,4,10051.0,1.0,2025,2,7,Saturday,15,February,KZDOO,Чехлы,Чехол для смартфона,3980.0,Loyal Customers,Platinum,995.0,2.5253768844221107
2025-05-03,ORD338739,94463588,EEE_Pink_5016,4980,4,13219.2,1.0,2025,5,18,Saturday,3,May,KEEPHONE,Чехлы,Чехол для смартфона,4980.0,324,Gold,1245.0,2.6544578313253013
2025-04-30,ORD706496,71320164,DDD_Pink_5120,6490,3,13050.3,1.0,2025,4,18,Wednesday,30,April,KZDOO,Чехлы,Чехол для смартфона,6490.0,At Risk,Bronze,2163.3333333333335,2.0108320493066256
2025-06-20,ORD659582,22078766,EEE_White_3455,7500,1,1066.0,0.1421333333333333,2025,6,25,Friday,20,June,KZDOO,Чехлы,Чехол для смартфона,7500.0,At Risk,Bronze,7500.0,0.14213333333333333
2025-05-19,ORD736557,41865954,GGG_White_9632,5980,3,9448.4,1.0,2025,5,21,Monday,19,May,KZDOO,Чехлы,Чехол для смартфона,5980.0,325,Gold,1993.3333333333333,1.5799999999999998
2025-02-22,ORD137433,38119865,GGG_Blue_2701,5380,1,1269.6000000000004,0.2359851301115242,2025,2,8,Saturday,22,February,KZDOO,Чехлы,Чехол для смартфона,5380.0,Cannot Lose Them,Silver,5380.0,0.23598513011152422
2025-06-09,ORD854286,27622520,CCC_Purple_8847,3490,1,809.1999999999998,0.231862464183381,2025,6,24,Monday,9,June,KZDOO,Чехлы,Чехол для смартфона,3490.0,Cannot Lose Them,Silver,3490.0,0.23186246418338102
2025-02-06,ORD489068,71643669,CCC_Green_1403,11100,2,11411.0,1.0,2025,2,6,Thursday,6,February,KZDOO,Чехлы,Чехол для смартфона,11100.0,Loyal Customers,Platinum,5550.0,1.028018018018018
2025-08-10,ORD324154,74566460,FFF_Blue_4146,11316,1,52.48000000000047,0.0046376811594203,2025,8,32,Sunday,10,August,KZDOO,Чехлы,Чехол для смартфона,11316.0,High Value New Customers,Platinum,11316.0,0.004637681159420331
2025-01-03,ORD447336,49991507,CCC_Blue_6413,11990,1,1411.5,0.1177231025854879,2025,1,1,Friday,3,January,KEEPHONE,Чехлы,Чехол для смартфона,11990.0,High Value New Customers,Platinum,11990.0,0.1177231025854879
2025-01-18,ORD840478,73878829,BBB_White_4633,2900,3,4663.0,1.0,2025,1,3,Saturday,18,January,KZDOO,Чехлы,Чехол для смартфона,2900.0,Loyal Customers,Gold,966.6666666666666,1.6079310344827586
2025-05-09,ORD927376,16837385,AAA_Blue_3988,7580,1,632.0,0.083377308707124,2025,5,19,Friday,9,May,KEEPHONE,Чехлы,Чехол для смартфона,7580.0,Loyal Customers,Platinum,7580.0,0.08337730870712401
2025-02-10,ORD204127,19331204,BBB_Pink_6613,5100,3,9678.0,1.0,2025,2,7,Monday,10,February,KZDOO,Чехлы,Чехол для смартфона,5100.0,New Customers,Gold,1700.0,1.8976470588235295
2025-02-17,ORD205830,79747505,AAA_Blue_9495,5980,4,15877.2,1.0,2025,2,8,Monday,17,February,KEEPHONE,Чехлы,Чехол для смартфона,5980.0,213,Silver,1495.0,2.6550501672240805
2025-08-01,ORD872667,44760063,BBB_Purple_6571,5980,1,338.4000000000001,0.0565886287625418,2025,8,31,Friday,1,August,KZDOO,Чехлы,Чехол для смартфона,5980.0,Potential Loyalists,Silver,5980.0,0.05658862876254182
2025-02-28,ORD557755,46780122,HHH_Black_4468,5500,1,419.0,0.0761818181818181,2025,2,9,Friday,28,February,K-DOO,Чехлы,Чехол для смартфона,5500.0,Potential Loyalists,Silver,5500.0,0.07618181818181818
2025-02-17,ORD433686,48759312,AAA_Clear_7073,1490,3,2298.8,1.0,2025,2,8,Monday,17,February,KZDOO,Чехлы,Чехол для смартфона,1490.0,Potential Loyalists,Silver,496.6666666666667,1.5428187919463088
2025-03-21,ORD539020,89677157,DDD_White_8101,7180,4,18725.0,1.0,2025,3,12,Friday,21,March,K-DOO,Чехлы,Чехол для смартфона,7180.0,325,Gold,1795.0,2.6079387186629526
2025-02-11,ORD132349,18398142,BBB_Black_6019,6580,2,6263.200000000001,0.9518541033434652,2025,2,7,Tuesday,11,February,KZDOO,Чехлы,Чехол для смартфона,6580.0,Cannot Lose Them,Silver,3290.0,0.9518541033434652
2025-07-25,ORD691754,44323356,GGG_Clear_9401,5100,4,13448.0,1.0,2025,7,30,Friday,25,July,KZDOO,Чехлы,Чехол для смартфона,5100.0,324,Gold,1275.0,2.636862745098039
