sku,Бренд,Категория,Тип,current_price,original_price,rating,volume_l,volume_weight_kg,vat_percent,abc_class,xyz_class,abc_xyz_class,revenue,percent_contribution,cv,strategic_recommendation,priority
FFF_Clear_2774,K-DOO,Чехлы,Чехол для смартфона,7380.0,11990.0,4.5,0.36,0.1,0,A,Z,AZ,36900,0.0031509583140169,1.0714285714285714,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Pink_5852,K-DOO,Чехлы,Чехол для смартфона,1800.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,9000,0.0007685264180529,1.3456042834258386,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Blue_8291,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,0.0,0.36,0.1,0,A,Z,AZ,16740,0.0014294591375784,1.5452362609131385,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Green_5708,KZDOO,Чехлы,Чехол для смартфона,2700.0,11990.0,4.9,0.36,0.1,0,B,Z,BZ,5400,0.0004611158508317,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
BBB_Black_6019,KZDOO,Чехлы,Чехол для смартфона,6580.0,11990.0,4.5,0.36,0.1,0,A,Z,AZ,13160,0.0011237564068418,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Pink_7016,KZDOO,Чехлы,Чехол для смартфона,3100.0,11990.0,4.6,0.36,0.1,0,A,Z,AZ,15500,0.0013235732755355,1.2046507510281403,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Pink_9065,K-DOO,Чехлы,Чехол для наушников,4980.0,11990.0,4.9,0.27,0.1,0,C,Z,CZ,4980,0.0004252512846559,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_Blue_8476,KZDOO,Чехлы,Чехол для смартфона,2980.0,11990.0,4.5,0.36,0.1,0,A,Z,AZ,11920,0.0010178705447989,1.2046507510281403,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Green_8797,KZDOO,Чехлы,Чехол для смартфона,2100.0,7900.0,4.4,0.36,0.1,0,C,Z,CZ,4200,0.000358645661758,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
DDD_Purple_3955,KZDOO,Чехлы,Чехол для смартфона,2700.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,10800,0.0009222317016635,2.110469528956308,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Pink_3586,Varta,Батарейки и аккумуляторы,Батарейка,640.0,900.0,4.8,0.04,0.1,0,C,Z,CZ,1280,0.0001093015350119,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_White_9441,KZDOO,Чехлы,Чехол для смартфона,3180.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,6360,0.0005430920020907,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Pink_9568,KZDOO,Чехлы,Чехол для смартфона,1390.0,2290.0,4.9,1.5,0.3,0,C,Z,CZ,4170,0.0003560839070311,1.5874507866387544,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
CCC_Titanium_7873,Robiton,Батарейки и аккумуляторы,Батарейка,850.0,1490.0,0.0,0.03,0.1,0,C,Z,CZ,2550,0.0002177491517816,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
AAA_Green_1908,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,33300,0.0028435477467958,1.7286645857424163,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Purple_9678,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,1980.0,7900.0,4.7,0.01,0.1,0,B,Z,BZ,5940,0.0005072274359149,1.6770509831248424,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
DDD_Black_2968,KZDOO,Чехлы,Чехол для смартфона,5124.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,35868,0.0030628339514135,0.8351646544245033,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Titanium_7555,Robiton,Батарейки и аккумуляторы,Батарейка,520.0,2490.0,4.9,0.01,0.1,0,C,Z,CZ,1040,8.880749719722685e-05,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
AAA_Black_9206,KZDOO,Чехлы,Чехол для смартфона,4980.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,9960,0.0008505025693119,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Black_7296,KEEPHONE,Чехлы,Чехол для смартфона,2933.0,4750.0,5.0,0.28,0.1,0,A,Z,AZ,11732,0.0010018168818441,1.5347536447260846,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_White_4633,KZDOO,Чехлы,Чехол для смартфона,2900.0,11990.0,4.4,0.36,0.1,0,A,Z,AZ,14500,0.0012381814513074,1.243734296383275,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Clear_2719,K-DOO,Чехлы,Чехол для смартфона,2700.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,10800,0.0009222317016635,1.7286645857424163,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Clear_3113,KZDOO,Чехлы,Чехол для смартфона,2500.0,11990.0,5.0,0.36,0.1,0,C,Z,CZ,5000,0.0004269591211405,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
BBB_Clear_5381,KZDOO,Чехлы,Чехол для смартфона,2596.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,12980,0.0011083858784807,0.99498743710662,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Clear_1598,KZDOO,Чехлы,Чехол для смартфона,6580.0,11990.0,4.5,0.36,0.1,0,A,Z,AZ,32900,0.0028093910171045,1.224744871391589,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Green_5742,KZDOO,Чехлы,Чехол для смартфона,4980.0,11990.0,4.2,0.36,0.1,0,B,Z,BZ,9960,0.0008505025693119,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_White_3239,KZDOO,Чехлы,Чехол для смартфона,5300.0,11990.0,0.0,0.36,0.1,0,A,Z,AZ,10600,0.0009051533368178,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Titanium_8848,KEEPHONE,Чехлы,Чехол для смартфона,1890.0,2990.0,5.0,0.36,0.1,0,B,Z,BZ,5670,0.0004841716433733,1.5347536447260846,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
GGG_White_7632,REMAX,Защитные пленки и стекла,Защитное стекло,1420.0,4900.0,4.9,0.17,0.1,0,C,Z,CZ,2840,0.0002425127808078,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
CCC_Red_5609,KEEPHONE,Чехлы,Чехол для смартфона,6990.0,8990.0,4.8,0.41,0.1,0,A,Z,AZ,27960,0.0023875554054177,1.2278029157808674,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Blue_6413,KEEPHONE,Чехлы,Чехол для смартфона,11990.0,11990.0,4.8,0.41,0.1,0,A,Z,AZ,35970,0.0030715439174848,1.792842914001591,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Blue_2457,KZDOO,Чехлы,Чехол для смартфона,3980.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,15920,0.0013594378417113,1.5347536447260846,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Titanium_9375,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,11100,0.0009478492489319,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Black_7725,KZDOO,Чехлы,Чехол для смартфона,3380.0,11990.0,4.1,0.36,0.1,0,A,Z,AZ,23660,0.0020203705612369,1.4843473977582988,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Blue_8761,KZDOO,Чехлы,Чехол для смартфона,5180.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,51800,0.0044232964950157,0.9656086163658648,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Red_1730,Нет бренда,Чехлы,Неизвестно,5990.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,17970,0.001534491081379,1.792842914001591,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Red_7366,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,44400,0.0037913969957277,1.5811388300841898,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Red_6138,KZDOO,Чехлы,Чехол для смартфона,5180.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,20720,0.0017693185980062,1.7684739183827394,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_White_3663,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,77700,0.0066349447425235,1.3430260638812868,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Green_2236,KZDOO,Чехлы,Чехол для смартфона,6050.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,48400,0.0041329642926401,0.8684210526315789,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_White_2354,KZDOO,Чехлы,Чехол для смартфона,3380.0,11990.0,4.9,0.36,0.1,0,B,Z,BZ,6760,0.0005772487317819,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_Pink_1003,KZDOO,Чехлы,Чехол для смартфона,4980.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,24900,0.0021262564232797,1.4051653980647143,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Red_6449,Panasonic,Батарейки и аккумуляторы,Батарейка,1800.0,4900.0,4.8,0.22,0.1,0,B,Z,BZ,9000,0.0007685264180529,1.4051653980647143,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
DDD_Purple_4347,KEEPHONE,Чехлы,Чехол для смартфона,6200.0,11990.0,4.4,0.28,0.1,0,A,Z,AZ,24800,0.0021177172408569,1.930753907386328,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Red_2755,KZDOO,Чехлы,Чехол для смартфона,4980.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,19920,0.0017010051386238,1.824828759089466,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Purple_7702,Robiton,Батарейки и аккумуляторы,Батарейка,2320.0,7900.0,4.9,0.24,0.1,0,B,Z,BZ,6960,0.0005943270966275,1.5,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_Black_3015,KZDOO,Чехлы,Чехол для смартфона,3490.0,3490.0,0.0,0.36,0.1,0,B,Z,BZ,6980,0.0005960349331121,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_Green_6626,KZDOO,Чехлы,Чехол для смартфона,3380.0,11990.0,5.0,0.36,0.1,0,B,Z,BZ,10140,0.0008658730976729,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
DDD_Red_2385,Robiton,Батарейки и аккумуляторы,Батарейка,680.0,2900.0,4.9,0.04,0.1,0,C,Z,CZ,2720,0.0002322657619004,1.7320508075688772,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
AAA_White_5914,KZDOO,Чехлы,Чехол для смартфона,2780.0,11990.0,4.9,0.36,0.1,0,B,Z,BZ,5560,0.0004747785427082,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
GGG_Purple_4170,Нет бренда,Чехлы,Чехол для смартфона,2000.0,7900.0,5.0,0.08,0.1,0,C,Z,CZ,4000,0.0003415672969124,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
EEE_Pink_1140,KZDOO,Чехлы,Чехол для смартфона,3100.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,9300,0.0007941439653213,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Black_6946,KZDOO,Чехлы,Чехол для смартфона,2490.0,2490.0,0.0,0.36,0.1,0,B,Z,BZ,7470,0.0006378769269839,1.5,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
GGG_Pink_5720,KZDOO,Чехлы,Чехол для смартфона,6900.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,20700,0.0017676107615217,1.984313483298443,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Purple_6176,KZDOO,Чехлы,Чехол для смартфона,2980.0,11990.0,4.5,0.36,0.1,0,B,Z,BZ,8940,0.0007634029085992,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_Clear_6277,KZDOO,Чехлы,Чехол для смартфона,3980.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,19900,0.0016992973021392,1.0392304845413265,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Pink_5016,KEEPHONE,Чехлы,Чехол для смартфона,4980.0,11990.0,5.0,0.38,0.1,0,A,Z,AZ,19920,0.0017010051386238,1.875,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Pink_5120,KZDOO,Чехлы,Чехол для смартфона,6490.0,11990.0,4.8,0.36,0.1,0,B,Z,BZ,6490,0.0005541929392403,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_White_3455,KZDOO,Чехлы,Чехол для смартфона,7500.0,11990.0,5.0,0.36,0.1,0,B,Z,BZ,7500,0.0006404386817107,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
GGG_White_9632,KZDOO,Чехлы,Чехол для смартфона,5980.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,23920,0.0020425724355362,1.5811388300841898,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Blue_2701,KZDOO,Чехлы,Чехол для смартфона,5380.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,21520,0.0018376320573887,1.7286645857424163,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Purple_8847,KZDOO,Чехлы,Чехол для смартфона,3490.0,3490.0,0.0,0.36,0.1,0,A,Z,AZ,13960,0.0011920698662243,1.7684739183827394,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Green_1403,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,55500,0.0047392462446597,1.0606601717798214,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Pink_6613,KZDOO,Чехлы,Чехол для смартфона,5100.0,11990.0,0.0,0.36,0.1,0,B,Z,BZ,10200,0.0008709966071266,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_Blue_9495,KEEPHONE,Чехлы,Чехол для смартфона,5980.0,11990.0,4.9,0.28,0.1,0,A,Z,AZ,11960,0.0010212862177681,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Purple_6571,KZDOO,Чехлы,Чехол для смартфона,5980.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,11960,0.0010212862177681,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Black_4468,K-DOO,Чехлы,Чехол для смартфона,5500.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,11000,0.0009393100665091,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Clear_7073,KZDOO,Чехлы,Чехол для смартфона,1490.0,2990.0,4.8,0.36,0.1,0,B,Z,BZ,7450,0.0006361690904993,1.2046507510281406,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
DDD_White_8101,K-DOO,Чехлы,Чехол для смартфона,7180.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,28720,0.0024524531918311,1.792842914001591,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Clear_9401,KZDOO,Чехлы,Чехол для смартфона,5100.0,11990.0,1.0,0.36,0.1,0,A,Z,AZ,20400,0.0017419932142532,1.8027756377319943,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Pink_9074,KZDOO,Чехлы,Чехол для смартфона,4990.0,9000.0,5.0,0.36,0.1,0,A,Z,AZ,14970,0.0012783156086946,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Red_9020,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,22320,0.0019059455167712,1.673624930551426,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Titanium_5485,KZDOO,Чехлы,Чехол для смартфона,3380.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,13520,0.0011544974635639,1.307669683062202,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Red_3578,KZDOO,Чехлы,Чехол для смартфона,3100.0,11990.0,4.8,0.36,0.1,0,B,Z,BZ,6200,0.0005294293102142,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Purple_1302,KZDOO,Чехлы,Чехол для смартфона,2980.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,8940,0.0007634029085992,1.6770509831248424,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_Titanium_9034,KZDOO,Чехлы,Чехол для смартфона,5500.0,11000.0,0.0,0.36,0.1,0,A,Z,AZ,27500,0.0023482751662728,1.403121520040228,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Red_4364,KZDOO,Чехлы,Чехол для смартфона,3100.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,15500,0.0013235732755355,1.0714285714285714,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Clear_9288,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,33300,0.0028435477467958,1.5874507866387544,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
