Номер отправления,Статус отправления,Ozon ID,Артикул товара,Итоговая стоимость,Количество товаров в отправлении,Скидка %,Акции,Регион доставки,Способ доставки,Сумма отправления,"Скидка, руб.",Вознаграждение %,"Вознаграждение, руб.",Стоимость доставки,К выплате,Склад отгрузки,Дата логистической операции,date,discount_rub,commission_rub,payout,sku,customer_id,order_id,revenue,quantity,discount_percent,shipment_amount,commission_percent,delivery_cost,estimated_cost,profit,margin,Артикул,Ozon Product ID,SKU,Barcode,Контент-рейтинг,Бренд,Метки,Отзывы,Рейтинг,Категория,Тип,"Объем товара, л","Объемный вес, кг","Доступно к продаже по схеме FBO, шт.","Зарезервировано, шт","Доступно к продаже по схеме FBS, шт.","Доступно к продаже по схеме realFBS, шт.","Зарезервировано на моих складах, шт","Текущая цена с учетом скидки, ₽","Цена до скидки (перечеркнутая цена), ₽","Цена Premium, ₽","Размер НДС, %",rating,volume_l,volume_weight_kg,vat_percent,current_price,original_price,has_discount,discount_size
ORD585317,В пути,31882676,CCC_Titanium_5561,4980,4,0,Нет,клх Джейрах,Постамат,19920,0,12,"2390,4",429,"17100,6",Склад 3,27.06.2025,2025-06-27,0.0,2390.4,17100.6,CCC_Titanium_5561,31882676,ORD585317,4980,4,0,19920,12,429,2988.0,13912.599999999999,1.0,CCC_Titanium_5561,31882676,776028422,RND181520443,'70,KZDOO,,4,'4.40,Чехлы,Чехол для смартфона,'0.36,'0.1,35,0,0,0,0,4980.0,11990.0,,0%,4.4,0.36,0.1,0,4980.0,11990.0,True,0.5846538782318599
ORD622448,В пути,30155466,GGG_Red_1294,5580,3,10,Новогодняя распродажа,п. Радужный,ПВЗ,16740,558,15,2511,370,13301,Склад 2,11.02.2025,2025-02-11,558.0,2511.0,13301.0,GGG_Red_1294,30155466,ORD622448,5580,3,10,16740,15,370,3348.0,9803.0,1.0,GGG_Red_1294,30155466,381179813,RND942220007,'45,KZDOO,,2,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,8,0,0,0,0,5580.0,11990.0,,0%,4.9,0.36,0.1,0,5580.0,11990.0,True,0.5346121768140116
ORD113296,В пути,93626225,FFF_Clear_4303,9990,3,15,Черная пятница,с. Химки,Курьер,29970,"1498,5",19,"5694,3",135,"22642,2",Склад 1,24.07.2025,2025-07-24,1498.5,5694.3,22642.2,FFF_Clear_4303,93626225,ORD113296,9990,3,15,29970,19,135,5994.0,16498.2,1.0,FFF_Clear_4303,93626225,779619573,"4,93755E+12",'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,9990.0,14990.0,,0%,0.0,0.36,0.1,0,9990.0,14990.0,True,0.333555703802535
ORD457465,В пути,95754103,EEE_White_9532,2980,3,0,Черная пятница,с. Чита,Курьер,8940,0,18,"1609,2",373,"6957,8",Склад 3,02.03.2025,2025-03-02,0.0,1609.2,6957.8,EEE_White_9532,95754103,ORD457465,2980,3,0,8940,18,373,1788.0,5019.8,1.0,EEE_White_9532,95754103,313546955,"3,42573E+12",'82.5,KZDOO,,16,'4.50,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,9,0,0,2980.0,11990.0,,0%,4.5,0.36,0.1,0,2980.0,11990.0,True,0.7514595496246872
ORD361670,Отменен,93626225,FFF_Clear_4303,9990,3,15,Новогодняя распродажа,п. Якутск,ПВЗ,29970,"1498,5",17,"5094,9",332,"23044,6",Склад 2,16.09.2025,2025-09-16,1498.5,5094.9,23044.6,FFF_Clear_4303,93626225,ORD361670,9990,3,15,29970,17,332,5994.0,16900.6,1.0,FFF_Clear_4303,93626225,779619573,"4,93755E+12",'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,9990.0,14990.0,,0%,0.0,0.36,0.1,0,9990.0,14990.0,True,0.333555703802535
ORD718001,В пути,39196346,AAA_Purple_3049,5980,2,20,Нет,д. Катайск,Курьер,11960,1196,17,"2033,2",337,"8393,8",Склад 2,13.01.2025,2025-01-13,1196.0,2033.2,8393.8,AAA_Purple_3049,39196346,ORD718001,5980,2,20,11960,17,337,3588.0,4705.799999999999,0.7869230769230768,AAA_Purple_3049,39196346,670324375,RND616832255,'45,KZDOO,,1,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,0,0,0,5980.0,11990.0,,0%,5.0,0.36,0.1,0,5980.0,11990.0,True,0.5012510425354462
ORD946589,В пути,45016869,GGG_Black_6808,3490,4,5,Новогодняя распродажа,п. Сергиев Посад,Постамат,13960,"174,5",11,"1535,6",216,"12033,9",Склад 3,03.09.2025,2025-09-03,174.5,1535.6,12033.9,GGG_Black_6808,45016869,ORD946589,3490,4,5,13960,11,216,2094.0,9739.9,1.0,GGG_Black_6808,45016869,855919062,"6,62339E+12",'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'1.32,'0.3,0,0,10,0,0,3490.0,3490.0,,0%,0.0,1.32,0.3,0,3490.0,3490.0,False,0.0
ORD605723,Отменен,59404266,GGG_Pink_4100,6090,1,5,Новогодняя распродажа,г. Якша,Постамат,6090,"304,5",18,"1096,2",206,"4483,3",Склад 2,28.02.2025,2025-02-28,304.5,1096.2,4483.3,GGG_Pink_4100,59404266,ORD605723,6090,1,5,6090,18,206,3654.0,779.3000000000002,0.12796387520525454,GGG_Pink_4100,59404266,309760184,RND430041718,'70,KZDOO,,1,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,4,0,0,0,0,6090.0,11990.0,,0%,5.0,0.36,0.1,0,6090.0,11990.0,True,0.4920767306088407
ORD213113,Доставлен,33351587,CCC_Black_6996,9980,1,5,Нет,клх Тырныауз,ПВЗ,9980,499,12,"1197,6",405,"7878,4",Склад 2,11.04.2025,2025-04-11,499.0,1197.6,7878.4,CCC_Black_6996,33351587,ORD213113,9980,1,5,9980,12,405,5988.0,1840.3999999999996,0.1844088176352705,CCC_Black_6996,33351587,566030041,"4,64687E+12",'52.5,KZDOO,,1,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,0,0,0,9980.0,11990.0,,0%,5.0,0.36,0.1,0,9980.0,11990.0,True,0.16763969974979148
ORD856285,Отменен,43510857,GGG_Green_3846,6580,2,15,Новогодняя распродажа,к. Руза,Постамат,13160,987,19,"2500,4",202,"9470,6",Склад 1,29.05.2025,2025-05-29,987.0,2500.4,9470.6,GGG_Green_3846,43510857,ORD856285,6580,2,15,13160,19,202,3948.0,5422.6,0.8241033434650457,GGG_Green_3846,43510857,400756770,"5,35351E+12",'82.5,KZDOO,,4,'4.60,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,10,0,0,6580.0,11990.0,,0%,4.6,0.36,0.1,0,6580.0,11990.0,True,0.451209341117598
ORD656901,Доставлен,11165756,BBB_Clear_6493,6490,4,15,Нет,клх Воскресенск,Курьер,25960,"973,5",13,"3374,8",278,"21333,7",Склад 3,05.08.2025,2025-08-05,973.5,3374.8,21333.7,BBB_Clear_6493,11165756,ORD656901,6490,4,15,25960,13,278,3894.0,17239.7,1.0,BBB_Clear_6493,11165756,808218736,"6,96561E+12",'70,KEEPHONE,,9,'4.80,Чехлы,Чехол для смартфона,'0.41,'0.1,14,0,10,0,0,6490.0,11990.0,,0%,4.8,0.41,0.1,0,6490.0,11990.0,True,0.45871559633027525
ORD805783,Отменен,97578232,DDD_Titanium_7441,4980,3,10,Нет,клх Углич,Курьер,14940,498,18,"2689,2",377,"11375,8",Склад 2,21.06.2025,2025-06-21,498.0,2689.2,11375.8,DDD_Titanium_7441,97578232,ORD805783,4980,3,10,14940,18,377,2988.0,8237.8,1.0,DDD_Titanium_7441,97578232,930336386,"9,44173E+12",'65,K-DOO,,11,'4.90,Чехлы,Чехол для наушников,'0.27,'0.1,1,0,0,0,0,4980.0,11990.0,,0%,4.9,0.27,0.1,0,4980.0,11990.0,True,0.5846538782318599
ORD533471,Отменен,74566460,FFF_Blue_4146,11316,2,5,Новогодняя распродажа,к. Кулу,Курьер,22632,"565,8",12,"2715,84",131,"19219,36",Склад 3,30.06.2025,2025-06-30,565.8,2715.84,19219.36,FFF_Blue_4146,74566460,ORD533471,11316,2,5,22632,12,131,6789.599999999999,12329.760000000002,1.0,FFF_Blue_4146,74566460,232037475,RND951567934,'45,KZDOO,,0,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,0,0,0,11316.0,11990.0,,0%,4.8,0.36,0.1,0,11316.0,11990.0,True,0.05621351125938282
ORD555979,В пути,11935679,DDD_Green_2791,6580,4,10,Нет,п. Чебаркуль,Курьер,26320,658,15,3948,337,21377,Склад 3,23.02.2025,2025-02-23,658.0,3948.0,21377.0,DDD_Green_2791,11935679,ORD555979,6580,4,10,26320,15,337,3948.0,17229.0,1.0,DDD_Green_2791,11935679,291939425,RND448807860,'57.5,KZDOO,,0,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,5,0,10,0,0,6580.0,11990.0,,0%,4.7,0.36,0.1,0,6580.0,11990.0,True,0.451209341117598
ORD402712,Доставлен,33871669,EEE_Titanium_5854,4980,3,5,Новогодняя распродажа,г. Касимов,ПВЗ,14940,249,11,"1643,4",335,"12712,6",Склад 1,28.01.2025,2025-01-28,249.0,1643.4,12712.6,EEE_Titanium_5854,33871669,ORD402712,4980,3,5,14940,11,335,2988.0,9574.6,1.0,EEE_Titanium_5854,33871669,212051630,"5,96399E+12",'77.5,KZDOO,,13,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,5,0,10,0,0,4980.0,11990.0,,0%,4.8,0.36,0.1,0,4980.0,11990.0,True,0.5846538782318599
ORD387929,В пути,23021957,EEE_Black_4856,1000,2,10,Нет,клх Нижний Новгород,Постамат,2000,100,16,320,373,1207,Склад 1,18.01.2025,2025-01-18,100.0,320.0,1207.0,EEE_Black_4856,23021957,ORD387929,1000,2,10,2000,16,373,600.0,507.0,0.507,EEE_Black_4856,23021957,510078925,"1,32938E+12",'82.5,REMAX,,177,'4.70,Защитные пленки и стекла,Защитное стекло,'0.17,'0.1,0,0,96,0,0,1000.0,4900.0,,0%,4.7,0.17,0.1,0,1000.0,4900.0,True,0.7959183673469388
ORD216082,Доставлен,99447531,HHH_Blue_6556,6580,4,10,Черная пятница,д. Туапсе,Постамат,26320,658,18,"4737,6",247,"20677,4",Склад 3,05.08.2025,2025-08-05,658.0,4737.6,20677.4,HHH_Blue_6556,99447531,ORD216082,6580,4,10,26320,18,247,3948.0,16529.4,1.0,HHH_Blue_6556,99447531,630470087,RND841495557,'82.5,KZDOO,,1,'4.50,Чехлы,Чехол для смартфона,'0.36,'0.1,13,0,10,0,0,6580.0,11990.0,,0%,4.5,0.36,0.1,0,6580.0,11990.0,True,0.451209341117598
ORD892776,Отменен,77963118,EEE_Clear_8396,2850,1,20,Нет,клх Москва,Курьер,2850,570,17,"484,5",279,"1516,5",Склад 1,20.04.2025,2025-04-20,570.0,484.5,1516.5,EEE_Clear_8396,77963118,ORD892776,2850,1,20,2850,17,279,1710.0,-243.5,-0.08543859649122806,EEE_Clear_8396,77963118,157394110,"4,56464E+12",'77.5,KEEPHONE,,49,'3.50,Чехлы,Чехол для смартфона,'0.39,'0.1,0,0,0,0,0,2850.0,3990.0,,0%,3.5,0.39,0.1,0,2850.0,3990.0,True,0.2857142857142857
ORD990435,Отменен,61490753,EEE_Purple_3010,1140,1,10,Нет,п. Нижнеудинск,ПВЗ,1140,114,15,171,231,624,Склад 1,25.07.2025,2025-07-25,114.0,171.0,624.0,EEE_Purple_3010,61490753,ORD990435,1140,1,10,1140,15,231,684.0,-110.0,-0.09649122807017543,EEE_Purple_3010,61490753,593898083,"1,05901E+12",'65,Renata,,11,'5.00,Батарейки и аккумуляторы,Батарейка,'0.04,'0.1,0,0,7,0,0,1140.0,4900.0,,0%,5.0,0.04,0.1,0,1140.0,4900.0,True,0.7673469387755102
ORD562096,Доставлен,13837776,CCC_Clear_4340,900,4,15,Новогодняя распродажа,д. Бомнак,Курьер,3600,135,10,360,423,2682,Склад 2,14.03.2025,2025-03-14,135.0,360.0,2682.0,CCC_Clear_4340,13837776,ORD562096,900,4,15,3600,10,423,540.0,1942.0,1.0,CCC_Clear_4340,13837776,356472440,RND280029231,'77.5,Robiton,,282,'4.80,Батарейки и аккумуляторы,Батарейка,'0.01,'0.1,171,0,74,0,0,900.0,2900.0,,0%,4.8,0.01,0.1,0,900.0,2900.0,True,0.6896551724137931
ORD277485,В пути,42673199,HHH_White_7627,7180,1,10,Нет,к. Пушкин,Курьер,7180,718,19,"1364,2",152,"4945,8",Склад 1,12.05.2025,2025-05-12,718.0,1364.2,4945.8,HHH_White_7627,42673199,ORD277485,7180,1,10,7180,19,152,4308.0,587.8000000000002,0.08186629526462398,HHH_White_7627,42673199,499439009,RND836035113,'77.5,KZDOO,,14,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,12,0,5,0,0,7180.0,11990.0,,0%,4.8,0.36,0.1,0,7180.0,11990.0,True,0.4011676396997498
ORD334132,В пути,51813913,BBB_Blue_8050,2150,4,5,Черная пятница,д. Минеральные Воды,ПВЗ,8600,"107,5",17,1462,485,"6545,5",Склад 1,17.09.2025,2025-09-17,107.5,1462.0,6545.5,BBB_Blue_8050,51813913,ORD334132,2150,4,5,8600,17,485,1290.0,5055.5,1.0,BBB_Blue_8050,51813913,331952709,RND297036098,'52.5,KEEPHONE,,1,'0.00,Чехлы,Чехол для смартфона,'0.38,'0.1,0,0,0,0,0,2150.0,3490.0,,0%,0.0,0.38,0.1,0,2150.0,3490.0,True,0.3839541547277937
ORD343999,В пути,52180216,FFF_Red_7430,1800,3,10,Черная пятница,с. Иваново,ПВЗ,5400,180,17,918,353,3949,Склад 2,18.02.2025,2025-02-18,180.0,918.0,3949.0,FFF_Red_7430,52180216,ORD343999,1800,3,10,5400,17,353,1080.0,2719.0,1.0,FFF_Red_7430,52180216,447280495,RND690042397,'100,K-DOO,,207,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,41,0,10,0,0,1800.0,11990.0,,0%,4.8,0.36,0.1,0,1800.0,11990.0,True,0.8498748957464554
ORD238567,В пути,91841741,CCC_Pink_9680,7500,4,0,Нет,с. Забайкальск,Курьер,30000,0,17,5100,454,24446,Склад 2,12.01.2025,2025-01-12,0.0,5100.0,24446.0,CCC_Pink_9680,91841741,ORD238567,7500,4,0,30000,17,454,4500.0,19746.0,1.0,CCC_Pink_9680,91841741,687421750,"7,85671E+12",'77.5,KZDOO,,3,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,4,0,0,0,0,7500.0,11990.0,,0%,5.0,0.36,0.1,0,7500.0,11990.0,True,0.37447873227689743
ORD796337,Отменен,95432311,HHH_Clear_8087,4980,3,5,Нет,к. Игнашино,Постамат,14940,249,17,"2539,8",270,"11881,2",Склад 3,04.09.2025,2025-09-04,249.0,2539.8,11881.2,HHH_Clear_8087,95432311,ORD796337,4980,3,5,14940,17,270,2988.0,8743.2,1.0,HHH_Clear_8087,95432311,500379862,RND938808271,'70,KZDOO,,2,'4.20,Чехлы,Чехол для смартфона,'0.36,'0.1,14,0,0,0,0,4980.0,11990.0,,0%,4.2,0.36,0.1,0,4980.0,11990.0,True,0.5846538782318599
ORD365405,Отменен,45437720,DDD_Black_8635,2850,2,0,Черная пятница,клх Гатчина,Курьер,5700,0,14,798,232,4670,Склад 1,12.07.2025,2025-07-12,0.0,798.0,4670.0,DDD_Black_8635,45437720,ORD365405,2850,2,0,5700,14,232,1710.0,2860.0,1.0,DDD_Black_8635,45437720,194620229,"9,19093E+12",'40,KEEPHONE,,1,'0.00,Чехлы,Чехол для смартфона,'0.38,'0.1,0,0,0,0,0,2850.0,4790.0,,0%,0.0,0.38,0.1,0,2850.0,4790.0,True,0.40501043841336115
ORD318298,Отменен,64474460,DDD_Titanium_4062,6520,4,5,Новогодняя распродажа,к. Слюдянка,Постамат,26080,326,17,"4433,6",460,"20860,4",Склад 2,15.08.2025,2025-08-15,326.0,4433.6,20860.4,DDD_Titanium_4062,64474460,ORD318298,6520,4,5,26080,17,460,3912.0,16748.4,1.0,DDD_Titanium_4062,64474460,781401704,RND989338021,'45,KZDOO,,0,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,0,0,0,6520.0,11990.0,,0%,5.0,0.36,0.1,0,6520.0,11990.0,True,0.4562135112593828
ORD341055,Отменен,15266766,AAA_Black_3318,3490,2,15,Черная пятница,ст. Ивдель,Постамат,6980,"523,5",16,"1116,8",139,"5200,7",Склад 1,18.01.2025,2025-01-18,523.5,1116.8,5200.7,AAA_Black_3318,15266766,ORD341055,3490,2,15,6980,16,139,2094.0,3006.7,0.8615186246418337,AAA_Black_3318,15266766,337353568,RND696906788,'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,3490.0,3490.0,,0%,0.0,0.36,0.1,0,3490.0,3490.0,False,0.0
ORD657307,Отменен,83601675,HHH_White_5225,9180,1,15,Черная пятница,д. Дубна,ПВЗ,9180,1377,18,"1652,4",146,"6004,6",Склад 3,24.01.2025,2025-01-24,1377.0,1652.4,6004.6,HHH_White_5225,83601675,ORD657307,9180,1,15,9180,18,146,5508.0,446.60000000000036,0.04864923747276692,HHH_White_5225,83601675,947325464,RND699395057,'70,KZDOO,,3,'4.50,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,9180.0,11990.0,,0%,4.5,0.36,0.1,0,9180.0,11990.0,True,0.23436196830692244
ORD380998,В пути,38137830,CCC_Titanium_4802,5380,3,15,Нет,с. Комсомольск-на-Амуре,ПВЗ,16140,807,18,"2905,2",219,"12208,8",Склад 1,07.02.2025,2025-02-07,807.0,2905.2,12208.8,CCC_Titanium_4802,38137830,ORD380998,5380,3,15,16140,18,219,3228.0,8830.8,1.0,CCC_Titanium_4802,38137830,832809103,RND330444403,'77.5,KZDOO,,2,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,24,0,0,0,0,5380.0,11990.0,,0%,5.0,0.36,0.1,0,5380.0,11990.0,True,0.5512927439532944
ORD634818,В пути,30184321,DDD_Clear_2056,2780,4,0,Нет,г. Хасан,Курьер,11120,0,10,1112,483,9525,Склад 1,20.01.2025,2025-01-20,0.0,1112.0,9525.0,DDD_Clear_2056,30184321,ORD634818,2780,4,0,11120,10,483,1668.0,7657.0,1.0,DDD_Clear_2056,30184321,176275845,"5,28729E+12",'77.5,KZDOO,,19,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,9,0,0,2780.0,11990.0,,0%,4.7,0.36,0.1,0,2780.0,11990.0,True,0.76814011676397
ORD971365,В пути,43049959,EEE_Purple_6689,5500,2,20,Черная пятница,ст. Карабудахкент,Постамат,11000,1100,13,1430,353,8117,Склад 1,08.09.2025,2025-09-08,1100.0,1430.0,8117.0,EEE_Purple_6689,43049959,ORD971365,5500,2,20,11000,13,353,3300.0,4717.0,0.8576363636363636,EEE_Purple_6689,43049959,754337627,"5,23316E+12",'35,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,5500.0,11000.0,,0%,0.0,0.36,0.1,0,5500.0,11000.0,True,0.5
ORD980613,В пути,26677770,CCC_Titanium_7668,3700,3,5,Новогодняя распродажа,с. Магнитогорск,Постамат,11100,185,10,1110,321,9484,Склад 2,01.01.2025,2025-01-01,185.0,1110.0,9484.0,CCC_Titanium_7668,26677770,ORD980613,3700,3,5,11100,10,321,2220.0,7114.0,1.0,CCC_Titanium_7668,26677770,193843548,"6,72564E+12",'70,KEEPHONE,,13,'4.90,Чехлы,Чехол для смартфона,'0.38,'0.1,0,0,0,0,0,3700.0,11990.0,,0%,4.9,0.38,0.1,0,3700.0,11990.0,True,0.6914095079232694
ORD749831,Отменен,30038596,CCC_Red_8685,2150,3,15,Черная пятница,п. Суздаль,Курьер,6450,"322,5",11,"709,5",382,5036,Склад 2,03.08.2025,2025-08-03,322.5,709.5,5036.0,CCC_Red_8685,30038596,ORD749831,2150,3,15,6450,11,382,1290.0,3596.0,1.0,CCC_Red_8685,30038596,226840473,"2,72789E+12",'45,KEEPHONE,,0,'0.00,Чехлы,Чехол для смартфона,'0.38,'0.1,0,0,0,0,0,2150.0,2990.0,,0%,0.0,0.38,0.1,0,2150.0,2990.0,True,0.2809364548494983
ORD464135,Отменен,57648642,AAA_Blue_3186,7380,1,5,Черная пятница,клх Избербаш,Курьер,7380,369,16,"1180,8",266,"5564,2",Склад 3,11.04.2025,2025-04-11,369.0,1180.8,5564.2,AAA_Blue_3186,57648642,ORD464135,7380,1,5,7380,16,266,4428.0,1086.1999999999998,0.14718157181571814,AAA_Blue_3186,57648642,947068628,"7,14789E+12",'70,KEEPHONE,,17,'5.00,Чехлы,Чехол для смартфона,'0.60,'0.1,5,0,10,0,0,7380.0,11990.0,,0%,5.0,0.6,0.1,0,7380.0,11990.0,True,0.38448707256046705
ORD496712,Отменен,68455110,AAA_Purple_5764,4980,1,0,Новогодняя распродажа,п. Кириши,Курьер,4980,0,18,"896,4",403,"3680,6",Склад 1,28.07.2025,2025-07-28,0.0,896.4,3680.6,AAA_Purple_5764,68455110,ORD496712,4980,1,0,4980,18,403,2988.0,642.5999999999999,0.12903614457831322,AAA_Purple_5764,68455110,297295898,RND178375554,'45,KZDOO,,6,'4.20,Чехлы,Чехол для смартфона,'0.36,'0.1,8,0,10,0,0,4980.0,11990.0,,0%,4.2,0.36,0.1,0,4980.0,11990.0,True,0.5846538782318599
ORD244390,Доставлен,97371150,CCC_Titanium_4827,6000,3,20,Черная пятница,с. Ясный (Оренб.),ПВЗ,18000,1200,11,1980,257,14563,Склад 3,12.04.2025,2025-04-12,1200.0,1980.0,14563.0,CCC_Titanium_4827,97371150,ORD244390,6000,3,20,18000,11,257,3600.0,10813.0,1.0,CCC_Titanium_4827,97371150,424823464,"3,67207E+12",'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,6000.0,11000.0,,0%,0.0,0.36,0.1,0,6000.0,11000.0,True,0.45454545454545453
ORD660354,В пути,58507722,AAA_Purple_1838,5500,3,0,Черная пятница,с. Когалым,Курьер,16500,0,14,2310,430,13760,Склад 3,11.05.2025,2025-05-11,0.0,2310.0,13760.0,AAA_Purple_1838,58507722,ORD660354,5500,3,0,16500,14,430,3300.0,10310.0,1.0,AAA_Purple_1838,58507722,621572890,RND267950404,'77.5,K-DOO,,26,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,10,0,0,5500.0,11990.0,,0%,4.9,0.36,0.1,0,5500.0,11990.0,True,0.5412844036697247
ORD964759,В пути,20929551,HHH_White_8048,1450,4,5,Нет,с. Поярково,Курьер,5800,"72,5",19,1102,206,"4419,5",Склад 2,29.05.2025,2025-05-29,72.5,1102.0,4419.5,HHH_White_8048,20929551,ORD964759,1450,4,5,5800,19,206,870.0,3349.5,1.0,HHH_White_8048,20929551,988891108,RND557088627,'75,KZDOO,,137,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,1450.0,2990.0,,0%,4.9,0.36,0.1,0,1450.0,2990.0,True,0.5150501672240803
ORD817554,Отменен,12665141,EEE_Clear_2689,5580,3,20,Новогодняя распродажа,с. Ногинск (Моск.),Постамат,16740,1116,18,"3013,2",211,"12399,8",Склад 1,23.01.2025,2025-01-23,1116.0,3013.2,12399.8,EEE_Clear_2689,12665141,ORD817554,5580,3,20,16740,18,211,3348.0,8901.8,1.0,EEE_Clear_2689,12665141,601102441,RND698113854,'77.5,KZDOO,,40,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,11,0,9,0,0,5580.0,11990.0,,0%,4.8,0.36,0.1,0,5580.0,11990.0,True,0.5346121768140116
ORD226932,В пути,21656338,AAA_Purple_3646,5100,4,20,Нет,клх Старая Русса,Курьер,20400,1020,15,3060,308,16012,Склад 1,10.07.2025,2025-07-10,1020.0,3060.0,16012.0,AAA_Purple_3646,21656338,ORD226932,5100,4,20,20400,15,308,3060.0,12752.0,1.0,AAA_Purple_3646,21656338,765807821,RND992530914,'40,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,5100.0,11990.0,,0%,0.0,0.36,0.1,0,5100.0,11990.0,True,0.5746455379482902
ORD452265,В пути,38609788,FFF_Black_2193,5980,3,0,Нет,г. Качканар,Постамат,17940,0,17,"3049,8",272,"14618,2",Склад 3,07.08.2025,2025-08-07,0.0,3049.8,14618.2,FFF_Black_2193,38609788,ORD452265,5980,3,0,17940,17,272,3588.0,10880.2,1.0,FFF_Black_2193,38609788,507437115,RND776766274,'45,KZDOO,,0,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,3,0,5,0,0,5980.0,11990.0,,0%,5.0,0.36,0.1,0,5980.0,11990.0,True,0.5012510425354462
