Артикул;Ozon Product ID;SKU;Barcode;Название товара;Контент-рейтинг;Бренд;Статус товара;Метки;Отзывы;Рейтинг;Видимость на Ozon;Причины скрытия;Дата создания;Категория;Тип;Объем товара, л;Объемный вес, кг;Доступно к продаже по схеме FBO, шт.;Зарезервировано, шт;Доступно к продаже по схеме FBS, шт.;Доступно к продаже по схеме realFBS, шт.;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, ₽;Цена до скидки (перечеркнутая цена), ₽;Цена Premium, ₽;Размер НДС, %
'Noble 14 Pro Orange;454398743;868152059;OZN868152059;Кожаный чехол для iPhone 14 Pro KZDOO Noble Collection, оранжевый чехол для Айфон 14 Про;'52.5;KZDOO;Продается;;18;'4.90;Показывается;;18.02.2023 9:19;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;10;0;0;5380.00;11990.00;;0%
'Noble 14 Pro Pink;454401765;868161544;OZN868161544;Кожаный чехол для iPhone 14 Pro KZDOO Noble Collection, розовый чехол для Айфон 14 Про;'77.5;KZDOO;Продается;;5;'4.90;Показывается;;18.02.2023 9:24;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;10;0;0;5580.00;11990.00;;0%
'Noble 14 Pro Yellow;454405029;868173760;OZN868173760;Кожаный чехол для iPhone 14 Pro KZDOO Noble Collection, желтый чехол для Айфон 14 Про;'52.5;KZDOO;Продается;;19;'4.90;Показывается;;18.02.2023 9:28;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;10;0;0;5580.00;11990.00;;0%
'Noble 14 Pro Max Brown;454505472;868344979;OZN868344979;Кожаный чехол для iPhone 14 Pro Max KZDOO Noble Collection, коричневый чехол для Айфон 14 Про Макс;'52.5;KZDOO;Продается;;29;'4.80;Показывается;;18.02.2023 11:30;Чехлы;Чехол для смартфона;'0.36;'0.1;15;0;9;0;0;5580.00;11990.00;;0%
'Noble 14 Pro Max White;454523533;868368626;OZN868368626;Кожаный чехол для iPhone 14 Pro Max KZDOO Noble Collection, белый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;40;'4.80;Показывается;;18.02.2023 11:56;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;9;0;0;5580.00;11990.00;;0%
'Nooble 14 Pro Max Red;454525519;868370167;OZN868370167;Кожаный чехол для iPhone 14 Pro Max KZDOO Noble Collection, красный чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;8;'4.80;Показывается;;18.02.2023 11:59;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;0;0;0;5580.00;11990.00;;0%
'Noble 14 Pro Max Blue;454527142;868395058;OZN868395058;Кожаный чехол для iPhone 14 Pro Max KZDOO Noble Collection, темно-синий чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;16;'4.80;Показывается;;18.02.2023 12:06;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;5580.00;11990.00;;0%
'Noble 14 Pro Max Purple;454528751;868380087;OZN868380087;Кожаный чехол для iPhone 14 Pro Max KZDOO Noble Collection, фиотлетовый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;66;'4.80;Показывается;;18.02.2023 12:10;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;10;0;0;5380.00;11990.00;;0%
'Noble 14 Pro Max Orange;454532007;868386475;OZN868386475;Кожаный чехол для iPhone 14 Pro Max KZDOO Noble Collection, оранжевый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;22;'4.80;Показывается;;18.02.2023 12:15;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;10;0;0;5580.00;11990.00;;0%
'Noble 14 Pro Max Pink;454538401;868390531;OZN868390531;Кожаный чехол для iPhone 14 Pro Max KZDOO Noble Collection, розовый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;10;'4.80;Показывается;;18.02.2023 12:23;Чехлы;Чехол для смартфона;'0.36;'0.1;5;1;0;0;0;5580.00;11990.00;;0%
'Noble 14 Pro Max Yellow;454543779;868452964;OZN868452964;Кожаный чехол для iPhone 14 Pro Max KZDOO Noble Collection, желтый чехол для Айфон 14 Про Макс;'52.5;KZDOO;Продается;;17;'4.80;Показывается;;18.02.2023 12:32;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;5580.00;11990.00;;0%
'Air Carbon 14 Pro Green;454617799;868586451;OZN868586451;Ультратонкий чехол для iPhone 14 Pro KZDOO Air Carbon с защитой камер, зеленый супертонкий чехол для Айфон 14 Про;'70;KZDOO;Продается;;9;'4.90;Показывается;;18.02.2023 14:13;Чехлы;Чехол для смартфона;'0.41;'0.1;1;0;0;0;0;2780.00;11990.00;;0%
'Air Carbon 14 Pro Purple;454633021;868605623;OZN868605623;Ультратонкий чехол для iPhone 14 Pro KZDOO Air Carbon с защитой камер, фиолетовый супертонкий чехол для Айфон 14 Про;'52.5;KZDOO;Продается;;39;'4.90;Показывается;;18.02.2023 14:36;Чехлы;Чехол для смартфона;'0.41;'0.1;18;0;7;0;0;2580.00;11990.00;;0%
'Air Carbon 14 Pro Max Green;454648537;868595872;OZN868595872;Ультратонкий чехол для iPhone 14 Pro Max KZDOO Air Carbon с защитой камер, зеленый супертонкий чехол для Айфон 14 Про Макс;'70;KZDOO;Продается;;10;'4.60;Показывается;;18.02.2023 15:28;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;0;0;0;3300.00;11990.00;;0%
'Air Carbon 14 Pro Max Purple;454650557;868597193;OZN868597193;Ультратонкий чехол для iPhone 14 Pro Max KZDOO Air Carbon с защитой камер, фиолетовый супертонкий чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;71;'4.60;Показывается;;18.02.2023 15:39;Чехлы;Чехол для смартфона;'0.36;'0.1;12;1;0;0;0;2580.00;11990.00;;0%
'Seashell 14 Pro Pink;454943625;869072743;OZN869072743;Чехол для iPhone 14 Pro KZDOO Seashell, розовый чехол Айфон 14 Про;'77.5;KZDOO;Продается;;2;'5.00;Показывается;;19.02.2023 12:12;Чехлы;Чехол для смартфона;'0.36;'0.1;24;0;0;0;0;5380.00;11990.00;;0%
'Seashell 14 Pro Purple;454970434;869113684;OZN869113684;Чехол для iPhone 14 Pro KZDOO Seashell, фиолетовый чехол для Айфон 14 Про;'77.5;KZDOO;Готов к продаже;;20;'5.00;Показывается;;19.02.2023 13:08;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2650.00;3790.00;;0%
'Seashell 14 Pro White;454976344;869112557;OZN869112557;Чехол для iPhone 14 Pro KZDOO Seashell, жемчужно-белый чехол для Айфон 14 Про;'52.5;KZDOO;Готов к продаже;;15;'5.00;Показывается;;19.02.2023 13:18;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2590.00;3790.00;;0%
'Seashell 14 Pro Blue;454978919;869116634;OZN869116634;Чехол для iPhone 14 Pro KZDOO Seashell, голубой чехол для Айфон 14 Про;'77.5;KZDOO;Готов к продаже;;7;'5.00;Показывается;;19.02.2023 13:22;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2590.00;3790.00;;0%
'Seashell 14 Pro Max Pink;454985276;869136839;OZN869136839;Чехол для iPhone 14 Pro Max KZDOO Seashell, розовый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;6;'4.90;Показывается;;19.02.2023 13:39;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;5;0;0;5380.00;11990.00;;0%
'Seashell 14 Pro Max Purple;455021335;869191805;OZN869191805;Чехол для iPhone 14 Pro Max KZDOO Seashell, фиолетовый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Готов к продаже;;30;'4.90;Показывается;;19.02.2023 15:01;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2650.00;3790.00;;0%
'Seashell 14 Pro Max White;455022186;869189466;OZN869189466;Чехол для iPhone 14 Pro Max KZDOO Seashell, жемчужно-белый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;22;'4.90;Показывается;;19.02.2023 15:05;Чехлы;Чехол для смартфона;'2.10;'0.4;12;1;10;0;0;5300.00;11990.00;;0%
'Seashell 14 Pro Max Blue;455024600;869200292;OZN869200292;Чехол для iPhone 14 Pro Max KZDOO Seashell, голубой чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;9;'4.90;Показывается;;19.02.2023 15:12;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;5;0;0;5180.00;11990.00;;0%
'Kevlar MS 14 Pro Deep Purple;455559462;870175257;OZN870175257;Чехол для iPhone 14 Pro с MagSafe KZDOO KEVLAR, черно-фиолетовый кевларовый чехол для Айфон 14 Про;'52.5;KZDOO;Готов к продаже;;4;'5.00;Показывается;;20.02.2023 13:02;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;10980.00;11990.00;;0%
'Kevlar 14 Pro Purple;455580786;870255183;OZN870255183;Чехол для iPhone 14 Pro KZDOO KEVLAR, черно-фиолетовый кевларовый чехол на Айфон 14 Про;'77.5;Нет бренда;Продается;;38;'4.70;Показывается;;20.02.2023 13:38;Чехлы;;'0.36;'0.1;1;0;5;0;0;9700.00;11990.00;;0%
'Kevlar 14 Pro Black;455592779;870272667;OZN870272667;Чехол для iPhone 14 Pro KZDOO KEVLAR, черно-серый кевларовый чехол на Айфон 14 Про;'77.5;Нет бренда;Продается;;20;'4.70;Показывается;;20.02.2023 13:54;Чехлы;;'0.36;'0.1;1;0;0;0;0;9100.00;11990.00;;0%
'Kevlar 14 Pro Black/Red;455614008;870333153;OZN870333153;Чехол для iPhone 14 Pro KZDOO KEVLAR, черно-красный кевларовый чехол для Айфон 14 Про;'52.5;KZDOO;Продается;;0;'4.70;Показывается;;20.02.2023 14:10;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;8500.00;11990.00;;0%
'Kevlar 14 Pro Green;455658643;870387074;OZN870387074;Чехол для iPhone 14 Pro KZDOO KEVLAR, черно-зеленый кевларовый чехол для Айфон 14 Про;'77.5;KZDOO;Продается;;4;'4.80;Показывается;;20.02.2023 14:57;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;9980.00;11990.00;;0%
'Kevlar 14 Pro Blue;455659756;870385959;OZN870385959;Чехол для iPhone 14 Pro KZDOO KEVLAR, черно-синий кевларовый чехол для Айфон 14 Про;'77.5;;Продается;;2;'4.70;Показывается;;20.02.2023 15:01;Чехлы;;'0.36;'0.1;7;0;0;0;0;9100.00;11990.00;;0%
'Kevlar 14 Pro Brown;455662790;870389100;OZN870389100;Чехол для iPhone 14 Pro KZDOO KEVLAR, черно-коричневый кевларовый чехол для Айфон 14 Про;'77.5;KZDOO;Продается;;3;'4.80;Показывается;;20.02.2023 15:04;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;5;0;0;9380.00;11990.00;;0%
'Kevlar 14 Pro Max Black;457440324;873714259;OZN873714259;Чехол для iPhone 14 Pro Max KZDOO KEVLAR, черно-серый кевларовый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;67;'4.80;Показывается;;23.02.2023 10:13;Чехлы;Чехол для смартфона;'1.30;'0.3;19;0;0;0;0;9100.00;11990.00;;0%
'Kevlar 14 Pro Max Purple;457445150;873719514;OZN873719514;Чехол для iPhone 14 Pro Max KZDOO KEVLAR, черно-фиолетовый кевларовый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;66;'4.80;Показывается;;23.02.2023 10:19;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;3;0;0;10780.00;11990.00;;0%
'Kevlar 14 Pro Max Red;457453214;873727046;OZN873727046;Чехол для iPhone 14 Pro Max KZDOO KEVLAR, черно-красный кевларовый чехол для Айфон 14 Про Макс;'77.5;;Продается;;4;'4.80;Показывается;;23.02.2023 10:27;Чехлы;;'0.36;'0.1;9;0;10;0;0;9180.00;11990.00;;0%
'Kevlar 14 Pro Max Green;457457988;873734439;OZN873734439;Чехол для iPhone 14 Pro Max KZDOO KEVLAR, черно-зеленый кевларовый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;15;'4.80;Показывается;;23.02.2023 10:32;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;9180.00;11990.00;;0%
'Kevlar 14 Pro Max Blue;457496254;873812004;OZN873812004;Чехол для iPhone 14 Pro Max KZDOO KEVLAR, черно-синий кевларовый чехол для Айфон 14 Про Макс;'70;;Продается;;7;'4.80;Показывается;;23.02.2023 11:49;Чехлы;;'0.36;'0.1;1;0;9;0;0;10200.00;11990.00;;0%
'Kevlar 14 Pro Max Brown;457497592;873814470;OZN873814470;Чехол для iPhone 14 Pro Max, KZDOO KEVLAR черно-коричневый кевларовый чехол для Айфон 14 Про Макс;'77.5;;Не продается;;7;'4.80;Показывается;;23.02.2023 11:53;Чехлы;;'0.36;'0.1;0;0;0;0;0;9100.00;11990.00;;0%
'Grifit 14 Pro Purple;459329989;877156428;OZN877156428;Чехол для iPhone 14 Pro Keephone Grifit, фиолетовый чехол для Айфон 14 Про;'72.5;KEEPHONE;Готов к продаже;;20;'5.00;Показывается;;27.02.2023 12:42;Чехлы;Чехол для смартфона;'0.40;'0.1;0;0;0;0;0;2050.00;2990.00;;0%
'Grifit Pro 14 Pro Purple;459361937;877209642;OZN877209642;Чехол для iPhone 14 Pro c MagSafe Keephone Grifit Pro, фиолетовый чехол для Айфон 14 Про;'77.5;KEEPHONE;Продается;;24;'3.20;Показывается;;27.02.2023 13:26;Чехлы;Чехол для смартфона;'0.40;'0.1;1;0;0;0;0;4700.00;11990.00;;0%
'Grifit 14 Pro Max Purple;459438292;877346496;OZN877346496;Чехол для iPhone 14 Pro Max Keephone Grifit, фиолетовый чехол для Айфон 14 Про Макс;'72.5;KEEPHONE;Готов к продаже;;11;'5.00;Показывается;;27.02.2023 15:45;Чехлы;Чехол для смартфона;'0.40;'0.1;0;0;0;0;0;1950.00;2990.00;;0%
'Grifit Pro 14 Pro Max Purple;459913743;878211330;OZN878211330;Чехол для iPhone 14 Pro Max c MagSafe Keephone Grifit Pro, фиолетовый чехол для Айфон 14 Про Макс;'77.5;KEEPHONE;Продается;;23;'2.00;Показывается;;28.02.2023 10:53;Чехлы;Чехол для смартфона;'0.40;'0.1;2;0;0;0;0;4906.00;11990.00;;0%
'Non-Yellowing 14 Pro Max;461559781;881107569;OZN881107569;Чехол для iPhone 14 Pro Max с Mag Safe Keephone Non-Yellowing, прозрачный чехол с маг сейф для Айфон 14 Про Макс;'77.5;KEEPHONE;Продается;;63;'4.20;Показывается;;02.03.2023 15:11;Чехлы;Чехол для смартфона;'0.41;'0.1;2;1;0;0;0;4600.00;11990.00;;0%
