Номер отправления;Статус отправления;Ozon ID;Артикул товара;Итоговая стоимость;Количество товаров в отправлении;Скидка %;Акции;Регион доставки;Способ доставки;Сумма отправления;Скидка, руб.;Вознаграждение %;Вознаграждение, руб.;Стоимость доставки;К выплате;Склад отгрузки;Дата логистической операции
ORD572082;Доставлен;92900294;CCC_Titanium_9375;11100;4;0;Новогодняя распродажа;г. Железногорск(Курск.);ПВЗ;44400;0;15;6660;180;37560;Склад 2;19.09.2025
ORD945201;Доставлен;26194974;AAA_Black_7725;3380;4;20;Черная пятница;к. Северодвинск;Постамат;13520;676;15;2028;138;10678;Склад 3;10.09.2025
ORD567865;В пути;83447966;BBB_Blue_8761;5180;2;10;Нет;ст. Можайск;ПВЗ;10360;518;19;1968,4;147;7726,6;Склад 1;16.02.2025
ORD756870;Доставлен;43923333;EEE_Red_1730;5990;1;0;Нет;п. Новочеркасск;ПВЗ;5990;0;10;599;413;4978;Склад 3;27.01.2025
ORD815106;Доставлен;86313043;CCC_Purple_9765;3490;2;15;Новогодняя распродажа;клх Сунтар;Курьер;6980;523,5;10;698;240;5518,5;Склад 1;10.05.2025
ORD822890;В пути;74784496;EEE_Red_7366;11100;1;10;Нет;п. Нязепетровск;ПВЗ;11100;1110;11;1221;189;8580;Склад 1;10.09.2025
ORD203240;В пути;72357603;GGG_Red_6138;5180;4;20;Черная пятница;клх Чокурдах;Курьер;20720;1036;11;2279,2;241;17163,8;Склад 2;20.01.2025
ORD876616;Доставлен;55570580;BBB_White_3663;11100;1;10;Черная пятница;д. Североуральск;ПВЗ;11100;1110;11;1221;358;8411;Склад 1;15.01.2025
ORD539052;Отменен;78108555;BBB_Green_2236;6050;4;15;Новогодняя распродажа;г. Калязин;Курьер;24200;907,5;16;3872;318;19102,5;Склад 1;28.07.2025
ORD171956;В пути;97371150;CCC_Titanium_4827;6000;3;10;Черная пятница;к. Сочи;Курьер;18000;600;14;2520;397;14483;Склад 2;21.03.2025
ORD151529;Отменен;54781961;DDD_Titanium_1016;7522;3;20;Черная пятница;д. Елатьма;ПВЗ;22566;1504,4;19;4287,54;235;16539,06;Склад 3;02.08.2025
ORD662098;Доставлен;98761418;FFF_White_2354;3380;3;0;Черная пятница;клх Шуя;ПВЗ;10140;0;12;1216,8;280;8643,2;Склад 3;18.03.2025
ORD136226;В пути;18140841;EEE_Pink_1003;4980;2;20;Черная пятница;клх Малая Вишера;Постамат;9960;996;13;1294,8;140;7529,2;Склад 1;03.08.2025
ORD247609;Отменен;69728328;HHH_Red_6449;1800;2;0;Нет;клх Адлер;Постамат;3600;0;19;684;129;2787;Склад 3;26.03.2025
ORD157781;В пути;18885984;DDD_Purple_4347;6200;4;5;Черная пятница;клх Теберда;Постамат;24800;310;18;4464;284;19742;Склад 1;04.07.2025
ORD967578;Доставлен;20586151;CCC_Red_5609;6990;3;20;Новогодняя распродажа;ст. Тосно;ПВЗ;20970;1398;14;2935,8;220;16416,2;Склад 3;03.03.2025
ORD767827;Отменен;57338726;DDD_Red_2755;4980;2;20;Новогодняя распродажа;д. Усть-Джегута;ПВЗ;9960;996;15;1494;345;7125;Склад 3;10.09.2025
ORD333177;Доставлен;32717202;HHH_Purple_7702;2320;3;15;Черная пятница;д. Минеральные Воды;Курьер;6960;348;18;1252,8;117;5242,2;Склад 3;20.04.2025
ORD365544;Доставлен;79490292;AAA_Black_3015;3490;2;10;Новогодняя распродажа;п. Семлячики;Постамат;6980;349;14;977,2;148;5505,8;Склад 1;15.01.2025
ORD520022;В пути;87660983;EEE_Green_6626;3380;1;0;Черная пятница;г. Кяхта;Курьер;3380;0;12;405,6;446;2528,4;Склад 2;28.03.2025
ORD540861;Отменен;12911883;DDD_Red_2385;680;1;0;Новогодняя распродажа;г. Моздок;Курьер;680;0;18;122,4;326;231,6;Склад 3;02.05.2025
ORD740178;Доставлен;73534464;AAA_White_5914;2780;3;15;Новогодняя распродажа;с. Усть-Камчатск;Курьер;8340;417;15;1251;384;6288;Склад 3;22.06.2025
ORD991610;Доставлен;26492031;BBB_Pink_5852;1800;4;15;Черная пятница;ст. Геленджик;Курьер;7200;270;11;792;436;5702;Склад 3;14.05.2025
ORD490824;Отменен;81335479;GGG_Purple_4170;2000;2;10;Черная пятница;клх Ковров;Постамат;4000;200;15;600;285;2915;Склад 1;11.04.2025
ORD389974;Доставлен;60654307;EEE_Pink_1140;3100;2;10;Нет;к. Мыс Шмидта;Курьер;6200;310;14;868;404;4618;Склад 2;28.06.2025
ORD808139;Доставлен;96010532;HHH_Black_6946;2490;1;20;Черная пятница;ст. Камышлов;ПВЗ;2490;498;18;448,2;309;1234,8;Склад 1;31.05.2025
ORD887437;Отменен;47113990;GGG_Pink_5720;6900;1;5;Черная пятница;с. Кош-Агач;ПВЗ;6900;345;11;759;189;5607;Склад 3;12.02.2025
ORD880745;Отменен;24046960;GGG_Purple_6176;2980;4;10;Нет;п. Кедровый;ПВЗ;11920;298;18;2145,6;235;9241,4;Склад 1;08.03.2025
ORD254944;Отменен;52308782;AAA_Clear_6277;3980;4;15;Черная пятница;п. Игнашино;Постамат;15920;597;15;2388;296;12639;Склад 3;15.02.2025
ORD338739;Отменен;94463588;EEE_Pink_5016;4980;4;10;Черная пятница;д. Шерегеш;Курьер;19920;498;14;2788,8;226;16407,2;Склад 3;03.05.2025
ORD706496;В пути;71320164;DDD_Pink_5120;6490;3;0;Нет;клх Арзамас;Постамат;19470;0;11;2141,7;234;17094,3;Склад 1;30.04.2025
ORD659582;Отменен;22078766;EEE_White_3455;7500;1;5;Черная пятница;к. Миллерово;Курьер;7500;375;17;1275;234;5616;Склад 3;20.06.2025
ORD736557;В пути;41865954;GGG_White_9632;5980;3;20;Черная пятница;п. Белокуриха;Постамат;17940;1196;19;3408,6;149;13186,4;Склад 3;19.05.2025
ORD137433;В пути;38119865;GGG_Blue_2701;5380;1;0;Нет;клх Макушино;Постамат;5380;0;13;699,4;133;4547,6;Склад 2;22.02.2025
ORD854286;В пути;27622520;CCC_Purple_8847;3490;1;0;Нет;г. Игнашино;Курьер;3490;0;12;418,8;118;2953,2;Склад 1;09.06.2025
ORD489068;Доставлен;71643669;CCC_Green_1403;11100;2;5;Новогодняя распродажа;п. Краснокамск;Постамат;22200;555;15;3330;144;18171;Склад 1;06.02.2025
ORD324154;В пути;74566460;FFF_Blue_4146;11316;1;20;Черная пятница;с. Троицк (Моск.);Курьер;11316;2263,2;17;1923,72;237;6892,08;Склад 3;10.08.2025
ORD447336;В пути;49991507;CCC_Blue_6413;11990;1;15;Новогодняя распродажа;к. Югорск;ПВЗ;11990;1798,5;10;1199;337;8655,5;Склад 3;03.01.2025
ORD840478;Доставлен;73878829;BBB_White_4633;2900;3;20;Новогодняя распродажа;клх Белоярский;ПВЗ;8700;580;16;1392;175;6553;Склад 1;18.01.2025
ORD927376;Доставлен;16837385;AAA_Blue_3988;7580;1;10;Нет;д. Вытегра;ПВЗ;7580;758;15;1137;455;5230;Склад 1;09.05.2025
ORD204127;Доставлен;19331204;BBB_Pink_6613;5100;3;0;Черная пятница;ст. Калач;Постамат;15300;0;13;1989;423;12888;Склад 1;10.02.2025
ORD205830;Отменен;79747505;AAA_Blue_9495;5980;4;10;Черная пятница;ст. Кимры;ПВЗ;23920;598;14;3348,8;308;19665,2;Склад 3;17.02.2025
ORD872667;Доставлен;44760063;BBB_Purple_6571;5980;1;15;Нет;ст. Сосногорск;Курьер;5980;897;12;717,6;389;3976,4;Склад 2;01.08.2025
ORD557755;Доставлен;46780122;HHH_Black_4468;5500;1;10;Новогодняя распродажа;с. Лысьва;ПВЗ;5500;550;17;935;246;3769;Склад 2;28.02.2025
ORD433686;В пути;48759312;AAA_Clear_7073;1490;3;20;Нет;к. Агата;ПВЗ;4470;298;16;715,2;114;3342,8;Склад 3;17.02.2025
ORD539020;Доставлен;89677157;DDD_White_8101;7180;4;10;Черная пятница;ст. Можга;Постамат;28720;718;15;4308;461;23233;Склад 3;21.03.2025
ORD132349;Отменен;18398142;BBB_Black_6019;6580;2;15;Нет;клх Каневская;Курьер;13160;987;13;1710,8;151;10311,2;Склад 3;11.02.2025
ORD691754;Доставлен;44323356;GGG_Clear_9401;5100;4;15;Черная пятница;клх Владимир;Постамат;20400;765;12;2448;479;16708;Склад 1;25.07.2025
ORD297210;Отменен;48542574;BBB_Pink_9074;4990;3;15;Новогодняя распродажа;клх Мокшан;Постамат;14970;748,5;18;2694,6;328;11198,9;Склад 3;31.01.2025
ORD297539;Доставлен;17625450;EEE_Red_9020;5580;4;20;Черная пятница;клх Ямбург;Курьер;22320;1116;14;3124,8;222;17857,2;Склад 1;18.05.2025
ORD792189;Доставлен;60481401;BBB_Titanium_5485;3380;3;15;Новогодняя распродажа;д. Мичуринск;Постамат;10140;507;15;1521;298;7814;Склад 2;27.09.2025
ORD320375;Доставлен;57636631;HHH_Red_3578;3100;3;0;Новогодняя распродажа;г. Хасавюрт;Курьер;9300;0;15;1395;300;7605;Склад 3;26.07.2025
ORD401324;Доставлен;99453640;CCC_Green_7311;11100;2;15;Черная пятница;п. Дзержинск;ПВЗ;22200;1665;14;3108;109;17318;Склад 3;13.09.2025
ORD695740;Отменен;62448369;HHH_Purple_1302;2980;1;10;Черная пятница;клх Эльтон;Курьер;2980;298;12;357,6;242;2082,4;Склад 1;21.03.2025
ORD204744;Отменен;47344384;FFF_Blue_2457;3980;3;10;Новогодняя распродажа;г. Смоленск;Курьер;11940;398;11;1313,4;395;9833,6;Склад 1;13.07.2025
ORD788494;В пути;71947674;AAA_Titanium_9034;5500;3;10;Нет;д. Эльтон;Курьер;16500;550;10;1650;304;13996;Склад 1;20.05.2025
ORD343982;Отменен;29302655;FFF_Red_4364;3100;2;20;Черная пятница;клх Геленджик;Постамат;6200;620;17;1054;197;4329;Склад 2;25.02.2025
ORD240632;Доставлен;60481401;BBB_Titanium_5485;3380;3;10;Новогодняя распродажа;п. Уэлен;Курьер;10140;338;12;1216,8;234;8351,2;Склад 2;01.01.2025
ORD948211;В пути;28964554;HHH_Clear_2719;2700;1;20;Новогодняя распродажа;г. Верхоянск;Курьер;2700;540;10;270;445;1445;Склад 3;21.06.2025
ORD817781;В пути;51313051;DDD_Clear_9288;11100;2;20;Нет;ст. Котельнич;Курьер;22200;2220;17;3774;310;15896;Склад 3;01.07.2025
ORD883838;В пути;79145863;BBB_Clear_5799;2980;1;15;Черная пятница;д. Тутончаны;ПВЗ;2980;447;11;327,8;311;1894,2;Склад 1;17.08.2025
ORD302560;Доставлен;83601675;HHH_White_5225;9180;1;0;Новогодняя распродажа;клх Курумкан;Курьер;9180;0;16;1468,8;484;7227,2;Склад 2;23.08.2025
ORD523344;Отменен;61640595;AAA_Purple_8645;3380;2;15;Нет;д. Верхний Баскунчак;Постамат;6760;507;13;878,8;228;5146,2;Склад 3;15.04.2025
ORD334906;Доставлен;93626225;FFF_Clear_4303;9990;3;15;Новогодняя распродажа;к. Минеральные Воды;Курьер;29970;1498,5;11;3296,7;291;24883,8;Склад 1;13.07.2025
ORD124514;В пути;43502425;BBB_Blue_7291;10006;1;20;Черная пятница;д. Александров Гай;Курьер;10006;2001,2;14;1400,84;424;6179,96;Склад 1;12.06.2025
ORD362236;Доставлен;91197986;FFF_Clear_7187;3100;1;20;Нет;г. Оренбург;ПВЗ;3100;620;10;310;403;1767;Склад 2;24.06.2025
ORD687757;Доставлен;82503737;EEE_Green_1464;3380;1;10;Новогодняя распродажа;г. Старый Оскол;Курьер;3380;338;18;608,4;206;2227,6;Склад 2;14.03.2025
ORD952597;Отменен;17280340;CCC_Clear_4480;4300;1;10;Нет;п. Новомичуринск;Постамат;4300;430;15;645;160;3065;Склад 3;30.08.2025
ORD103024;Отменен;86731291;EEE_Black_7932;3100;2;15;Черная пятница;с. Невельск;Курьер;6200;465;11;682;380;4673;Склад 3;09.01.2025
ORD636445;В пути;73878829;BBB_White_4633;2900;2;5;Нет;с. Кяхта;Постамат;5800;145;12;696;203;4756;Склад 1;07.04.2025
ORD741757;Доставлен;30155466;GGG_Red_1294;5580;4;5;Черная пятница;ст. Лазаревское;ПВЗ;22320;279;14;3124,8;469;18447,2;Склад 1;12.09.2025
ORD243990;Доставлен;75134712;FFF_Clear_9481;2580;4;10;Новогодняя распродажа;к. Буденновск;Курьер;10320;258;11;1135,2;151;8775,8;Склад 1;21.06.2025
ORD328149;Отменен;25990523;DDD_Clear_6349;680;1;5;Черная пятница;к. Ростов;ПВЗ;680;34;12;81,6;227;337,4;Склад 3;08.03.2025
ORD669087;Доставлен;64096625;GGG_Black_5356;700;3;10;Новогодняя распродажа;клх Новый Оскол;Курьер;2100;70;15;315;121;1594;Склад 2;02.09.2025
ORD579586;Доставлен;15551074;HHH_Blue_2524;4700;1;20;Новогодняя распродажа;с. Абинск;Постамат;4700;940;18;846;381;2533;Склад 3;04.03.2025
ORD517482;Доставлен;93626225;FFF_Clear_4303;9990;3;15;Черная пятница;п. Оха;ПВЗ;29970;1498,5;14;4195,8;456;23819,7;Склад 2;04.08.2025
ORD222441;Отменен;41413237;DDD_Blue_1722;7180;1;0;Новогодняя распродажа;п. Нарьян-Мар;Курьер;7180;0;17;1220,6;354;5605,4;Склад 3;28.08.2025
ORD368282;В пути;93760761;DDD_Red_2976;4980;4;15;Нет;к. Лагань;Постамат;19920;747;18;3585,6;475;15112,4;Склад 3;06.05.2025
ORD221021;В пути;23392944;FFF_Pink_5900;6590;4;10;Новогодняя распродажа;ст. Нижнекамск;ПВЗ;26360;659;12;3163,2;151;22386,8;Склад 2;17.01.2025
ORD470123;Доставлен;41313579;CCC_Blue_4612;1200;3;10;Черная пятница;г. Усть-Баргузин;Курьер;3600;120;18;648;135;2697;Склад 3;05.04.2025
ORD512663;В пути;12001967;CCC_Pink_6619;2900;1;15;Нет;д. Камышлов;ПВЗ;2900;435;17;493;435;1537;Склад 3;23.02.2025
ORD645461;Отменен;48742299;CCC_Pink_8383;11100;3;10;Нет;п. Россошь;Курьер;33300;1110;13;4329;442;27419;Склад 1;01.09.2025
ORD583366;Отменен;39478464;BBB_Clear_6099;3700;4;5;Новогодняя распродажа;клх Бугульма;Постамат;14800;185;19;2812;432;11371;Склад 2;10.08.2025
ORD900223;В пути;35421823;EEE_Green_9742;860;1;5;Новогодняя распродажа;д. Оса;Постамат;860;43;12;103,2;419;294,8;Склад 2;21.01.2025
ORD634601;В пути;66638917;HHH_Green_1488;2780;1;10;Черная пятница;д. Подольск;ПВЗ;2780;278;12;333,6;244;1924,4;Склад 1;26.07.2025
ORD234914;Доставлен;83149727;CCC_Purple_9600;5990;3;10;Нет;д. Озеры;ПВЗ;17970;599;17;3054,9;186;14130,1;Склад 2;27.05.2025
ORD126316;В пути;84683767;GGG_Titanium_8096;11100;2;5;Черная пятница;ст. Зарайск;Курьер;22200;555;14;3108;471;18066;Склад 1;16.06.2025
ORD332260;Доставлен;75134712;FFF_Clear_9481;2580;3;10;Новогодняя распродажа;п. Александров Гай;Постамат;7740;258;13;1006,2;222;6253,8;Склад 2;28.03.2025
ORD391777;Доставлен;11935679;DDD_Green_2791;6580;4;10;Нет;клх Урюпинск;Курьер;26320;658;11;2895,2;259;22507,8;Склад 2;01.02.2025
ORD792139;Отменен;82785519;FFF_Purple_3886;2690;4;15;Черная пятница;г. Аргаяш;Постамат;10760;403,5;17;1829,2;379;8148,3;Склад 2;13.01.2025
ORD637468;Отменен;43923333;EEE_Red_1730;5990;4;0;Черная пятница;г. Кинешма;ПВЗ;23960;0;17;4073,2;217;19669,8;Склад 2;14.03.2025
ORD939874;Отменен;70160612;AAA_Purple_3399;7828;4;5;Черная пятница;ст. Баргузин;Курьер;31312;391,4;15;4696,8;427;25796,8;Склад 1;05.01.2025
ORD191727;Отменен;14715236;GGG_Purple_5110;6580;4;15;Черная пятница;к. Карталы;Курьер;26320;987;19;5000,8;128;20204,2;Склад 1;02.03.2025
ORD384773;В пути;91964708;GGG_Purple_5633;2380;2;0;Черная пятница;г. Нефтегорск (Самар.);Постамат;4760;0;13;618,8;416;3725,2;Склад 2;07.05.2025
ORD702747;Отменен;32921978;FFF_Purple_2135;7180;1;10;Нет;клх Дзержинск;Постамат;7180;718;12;861,6;340;5260,4;Склад 3;13.01.2025
